馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
HV,grass,好/快,1650,560,02/04/2025,01,唯美主義,1,11,2,75.01,75.49,3.54,23.1,-4.85,98.59,-1.31,8 8 8 1,唯美主義,時時精準,開心勇駒,潘頓,潘頓,3,121,135
HV,grass,好/快,1650,600,16/04/2025,06,唯美主義,1,11,8,75.6,76.4,4.45,23.02,-4.93,99.42,-0.48,8 8 8 6,有財有勢,智勇名駒,將義,潘頓,潘頓,3,128,135
HV,grass,好/快,1650,714,28/05/2025,03,唯美主義,1,11,3,74.8,75.48,3.53,23.49,-4.46,98.97,-0.93,9 9 8 3,銀進,爆得美麗,唯美主義,艾兆禮,潘頓,3,128,135
HV,grass,好/快,1650,785,25/06/2025,06,唯美主義,1,11,7,75.22,76.54,4.59,23.16,-4.79,99.7,-0.2,12 12 12 6,暴風之子,浪漫老撾,香港神駒,艾兆禮,潘頓,3,132,135
ST,grass,好/快,1600,055,28/09/2025,12,唯美主義,1,11,7,70.7,71.34,1.14,24.02,-0.48,95.36,0.66,12 11 11 12,幸運派彩,八仟財陞,美麗星晨,黃寶妮,潘頓,3,121,135
ST,grass,好/快,1800,075,04/10/2025,05,唯美主義,1,11,1,83.58,84.34,-0.86,23.17,0.87,107.51,0.01,10 9 9 9 5,勁大威猛,君子傳承,艾莉奧,周俊樂,潘頓,3,123,135
ST,grass,好/快,2000,129,26/10/2025,09,唯美主義,1,11,6,95.95,96.79,-0.41,23.93,-0.77,120.72,-1.18,11 12 12 12 9,天將龍駒,愛心神駒,發財先鋒,周俊樂,潘頓,3,125,135
HV,grass,好/快,1800,177,12/11/2025,09,唯美主義,1,11,4,85.71,86.27,-0.18,23.83,0.83,110.1,0.65,8 7 6 7 9,非惟僥倖,滿心星,奔放,霍宏聲,潘頓,3,125,135
HV,grass,好,1800,234,03/12/2025,10,唯美主義,1,11,10,85.4,87.0,0.55,22.82,-0.18,109.82,0.37,12 12 12 12 10,春風萬里,奔放,龍文鞭影,杜苑欣,潘頓,3,122,135
HV,grass,好,2200,289,23/12/2025,07,唯美主義,1,11,6,111.23,112.19,0.54,23.56,-1.39,135.75,-0.85,7 8 9 8 9 7,豐辰,奔放,發財先鋒,潘明輝,潘頓,3,122,135
HV,grass,好,1650,349,14/01/2026,08,唯美主義,1,11,6,77.51,78.47,6.52,22.83,-5.12,101.3,1.4,12 12 11 8,勁沙塵,銀亮奔騰,富國兄弟,田泰安,潘頓,3,115,135
